name=郑码
key=abcdefghijklmnopqrstuvwxyz
len=4
match=0
wildcard=?
assist=] mb/pinyin.txt
arkk 殭
arkl 殟 殯
arko 殥
arkp 銐
arkr 鴷 鮤
arku 烈 烮
arkw 死党 迾
arky 劽
arkz 殗 姴
arl 殂
arlc 殂
arlf 正负极
arlg 殃
arlk 死罪
arll 殰
arlm 残败
arls 残骸
arlu 裂解炉
arm 歼
armb 天然气井
armc 殅
arme 残缺 歼
armg 殀
armk 殊
arml 殈
armm 死敌
armr 死物
arne 残值
arnf 可比价格
arnm 死伤
arnp 无条件反射
arnr 裂化
arns 哥儿们义气
aro 殓
aroa 死命
arob 歹徒
arod 列入
aroe 百儿八十
arof 残杀
arom 残余
aroo 殮 殎
arop 殄
arox 飱
aroy 可疑分子
arpa 死后
arpd 歽
arpo 殡 餮 列兵
arpy 殍
arq 殁
arqb 两条腿走路
arqx 殁
arr 殉 死
arrk 殉 殙
arrl 裂解
arrn 正比例
arro 歾 殤
arrr 死
arrs 残留
arru 可比性
arrz 殦
ars 歹
arsh 死亡
arsj 残部 殕
arsk 歹意
arsr 裂
arsx 裂变
arte 列席
artm 残疾
artv 烈度
artx 裂痕
artz 残废
aru 烈
arum 烈性
aruo 烈火
arup 一鳞半爪
aruu 残羹
aruv 列为
arva 列举
arvb 万多元
arvd 更多的
arvf 残渣
arvj 百多吨
arvm 死活
arvs 殏
arvu 天然染料
arw 殡
arwa 正多边形 列宁
arwc 残害
arwd 死守
arwj 两条道路
arwk 死神 无名之辈
arwl 殢
arws 残迹
arwz 死心
arx 殛
arxa 殛 死屍
arxb 肂
arxk 殔
arxm 死尸
arxn 死难 殉难
arxs 殆尽
arxu 殩
arxy 残局
arxz 一触即发
aryh 殖民
aryj 列强
aryk 裂隙
arym 殃及
aryo 列队 殇
arys 残忍 残障
aryw 政务官
aryx 歿
arz 殆
arzf 殜
arzj 殆
arzs 裂纹
arzw 裂缝
arzz 列出
as 干部
asae 可亲可敬 无亲无故
asam 开放政策 干部政策
asao 一言一行
asas 无计可施
asay 一望无际
asaz 天衣无缝
asba 天诛地灭
asbh 开放地区 天旋地转
asbs 开放城市 与市场调节相结合
ascb 天主教
ascn 副主任
asct 副主席
asdk 正义事业
asdn 更新换代
asdv 开放搞活
asdz 严词拒绝
asek 一衣带水
asew 可读写
asfl 开诚相见
asge 开斋节
asgg 百读不厌 可望而不可即 可望而不可及
asgo 开诚布公
asgs 万变不离其宗
asgt 死记硬背
asgu 平方厘米
asgx 一方有难八方支援
asgz 一言不发
ashs 死亡率
asib 干部战士
asic 副站长
asjc 副部长
asjd 更高的
asjk 再就业
asjn 恶语中伤
asjo 一部分
askj 开放电路
asks 无意识 下意识
askt 无意间
askw 可变电容器
aslc 副市长
aslz 夏商周断代工程
asmb 无产者
asmh 开放区
asmj 副产品
asmp 一诺千金
asmt 干部制度
asmu 开放性
asnh 副主任医师 开夜车
asnm 夏熟作物
asnq 干部作风
asnr 天高任鸟飞
asoe 无效分蘖
asoh 正义感
asok 无论是 平方公里
asov 天文学
asox 平方公尺
asoy 正离子
asoz 天文台
asrd 无记名投票
asrw 更衣室
assb 再立新功
asss 天方夜谭
assw 天文望远镜
assy 下议院
astf 可变资本
asuw 一言为定
asvs 死说活说
aswg 一语道破
aswj 无意之中
aswt 一夜之间
asxm 无言对答
asxw 副译审
asxx 一言难尽
asya 正方形
asye 妻离子散
asyf 平方根
asyg 一方面 两方面
asyn 正方体
asyo 一意孤行
asyu 平方米
asyz 无产阶级
asze 一言以蔽之
aszn 无论如何
aszx 无言以对
at 政府
atag 平庸无奇
atbf 平装本
atbn 政府工作 政府工作报告
atbs 武装部
ates 一席话
atff 政府机构
atfk 一头雾水
atfu 政府机关
atgb 一病不起
atgu 百问不烦
atgz 百闻不如一见
atig 一决雌雄
atiy 顶头上司
atkj 两头小中间大
atlb 开门见喜
atlk 开阔眼界
atll 开门见山
atlz 开门红
atme 干净利落
atmo 残疾人
atnc 政府代表团
atno 一应俱全
atnp 豆腐乳
atnv 豆腐渣 百废俱兴
atnx 豆腐皮
atoc 残疾人联合会
aton 武装入侵
atos 列席会议
atov 百废待兴 百废待举
atra 天底下
atrp 平底锅
atru 一次性
atrv 无底洞
atrw 融资额
atsm 一次方程
atst 政府部门
atsy 武装部队
attr 武装斗争
attw 武装冲突
atuq 政府首脑
atuu 平底烧瓶
atvb 开阔地
atvs 更应该
atwb 一席之地
atwj 政府官员 天府之国
atwk 一门心思
atwo 残废军人
atxa 一次又一次
atxw 下决心
atyk 武装力量
atyv 开门办学
au 下半年
aua 平
auab 无懈可击
auag 灭顶 平顶
auah 平武
auai 无忧无虑
auaj 可惊可叹
auam 更为严重
auan 融为一体
auau 平平
aubb 下半场
aubk 平坦 下半时
aubm 下半年 副总工程师
aubr 平均
aubs 平壤 下半夜 开卷考试
aubt 平塘
aubv 平地
aubx 平声
aucq 平静
aucz 平素
audj 一炮打响
audp 无精打彩
auej 灭菌
auel 平直 平南
aufe 平槽
aufj 平整
aufp 平板
augj 平面
augl 平布
augm 开怀大笑
augn 平原
augo 平仄
augx 无关大局
auhp 百炼成钢
auiw 下情上达
auja 灭口
aujb 干燥塔
aujc 副总理
auje 副总裁
aujf 干燥机
aujj 干燥器
aujl 平喘
aujm 干燥箱
aujs 干燥剂
auju 无烟煤
aujy 平邑
aujz 副总统
auka 平日
aukd 平时
aukf 无关紧要
aukk 平昌
auko 开怀畅饮
aukw 平常
aule 烈火见真金
aull 平山
aulr 平罗
auma 无性生殖
aumb 平等
aumc 平生
aumf 更为重要
aumj 平和
aumk 平复 平利
aumr 平稳 平移
aumv 干性油
auna 无愧于
aund 平川
aung 平顺
aunh 平舆
aunk 平泉
auno 平价
auns 平信
aunw 平息
auo 灭
auoc 恶性循环
auof 丙烯酸
auoi 平行 可怜虫
auoj 灭火器
auoo 平谷
auor 平衡
auoy 平分
aupx 平反
auqd 平凡
auqq 恶性膨胀
auqs 无性杂交
auqt 恶性肿瘤
aurc 一并处理
aurk 平乐
aurl 平角
auru 可燃性
aush 灭亡
ausl 平调
ausr 干燥设备
ausy 平方
autb 平装
autg 平头
auts 平凉
autt 无关痛痒
autv 平度
autx 平庸
auue 无烟火药
auuf 平米
auuo 灭火
auuw 平炉
auva 平添
auvb 平江
auve 平湖
auvf 平潭
auvl 平滑
auvu 平淡
auwb 平远
auwd 平定
auwj 百忙之中
auwl 平视
auwn 恶性案件
auwp 平遥 平炉钢
auws 平房
auwu 无米之炊
auwx 平通
auwz 平安
auxa 亚美尼亚
auxd 更快的
auxh 开快车
auxy 平局
auyb 平陆
auyh 平民
auyk 平阳
auyq 平阴
auzc 副总经理
auzh 平绒
auzj 平台
auzp 平缓
auzr 灭绝
auzs 平纹
auzu 可塑性
auzy 平级
auzz 平乡
av 天津 天津市
avaa 无法无天
avab 一举一动
avad 无济于事
avag 一天
avai 一下
avaj 一副
avak 一潭死水
aval 一再
avao 一举两得
avar 一列
avav 一一
avay 一万
avba 一波未平一波又起
avbb 一封
avbd 一二
avbf 一清二楚
avbg 一项
avbk 一来
avbn 一堆 政治工作
avbx 一块
avby 一起 一场
avbz 一动
avcd 一波三折
avcy 一帮
avdj 一事
avdk 一排
avdr 一批
avds 一寸
avdx 一摊
avdy 一把 一挺
aved 一十
avel 一直
aven 一截
aveo 一共
aveq 一期
aves 政治协商会议
avev 开源节流
avew 一带
avey 一节
avfa 一本
avfb 一票
avfg 一杯
avfh 一栋
avfj 一束
avfk 一棵
avfm 政治权利 一枚 一株
avfs 一霎
avft 一桩
avfu 一样
avfx 一概 一根
avgc 一套
avgj 一面
avgl 政治面目
avgo 一页
avgs 一磅
avgw 一碗
avha 一辆
avhm 一致
avho 一轮
avhr 一举成名
avhy 一切
avij 一点
avik 一步 一桌
avir 一些
avja 一口
avjb 一味
avjd 一团
avjf 一举中标
avjh 一吨
avjj 一回
avjl 一员
avjo 一只
avjr 一路
avjz 政治路线
avka 一旦
avkc 干湿表
avkd 一时
avke 一早
avkf 一颗 政治思想
avkk 一曲
avkl 一瞥
avkm 副油箱
avkv 一是
avla 干涉内政
avlb 一睹
avld 一同
avlk 一则
avlo 一具
avlp 一瞬
avlq 平滑肌
avlx 一眼
avmb 一等
avmc 一生
avmd 一手
avme 一千
avmj 一种
avmk 一泻千里 一篮
avmm 一年
avmr 干活儿
avms 一簇
avmw 一篇
avmy 一气 夏洛特阿马利亚
avna 一例
avnc 一段
avnf 一体
avnh 一代
avnj 一向
avnl 一侧
avnm 一件 政治体制 政治体制改革
avno 一份
avns 一位
avnu 一伙
avnx 一片
avoe 残渣余孽
avoi 一行
avov 一个
avow 一令
avox 一律
avoy 一分
avpk 一番
avpn 一艘
avpq 一般
avqf 一朵
avqq 一册 一股
avqv 一月
avqw 一腔
avrd 无法比拟
avrf 一条
avri 一处
avrj 一句
avrl 一角
avro 一举多得
avru 一溜烟
avry 一色
avsb 一语
avsf 一新
avsj 一部
avsk 一亩 一课
avsl 一端
avsn 一齐 一夜
avso 一文
avsu 一旁
avsx 平流层
avsy 一方
avsz 一刻
avtf 一床
avtg 一头
avtl 一门
avto 一座
avtr 一次
avtv 一度
avub 一半
avue 一并
avuf 一米
avug 一类
avuk 一单
avun 一首
avus 一炷
avva 一举
avvc 一汪
avvp 一派
avvr 天涯海角
avvs 一流
avwb 一宗
avwd 一定
avwg 一家
avwh 一连
avwj 天渊之别 一窝
avwk 无源之水
avwu 一道 可溶性
avww 一遍
avwy 一边
avwz 一心
avxb 一层
avxg 政治局面
avxj 一群
avxk 政治局常委
avxm 政治局委员
avxs 天津市 武汉市
avxv 一对
avxx 一双
avxy 一局
avyc 一张
avye 政治改革
avyf 顶梁柱
avyh 一阵
avys 政治阴谋
avzh 一线
avzi 政治上
avzj 一台
avzl 一贯
avzq 政治犯
avzr 一绝
avzs 政治部
avzu 一缕
avzv 政治经济 政治经济学
avzw 政治家
avzx 亚洲纪录 政治局
avzy 一级
aw 一定
awad 平安无事
awag 无定形碳
awai 更进一步
awak 无家可归
awan 无官一身轻
awar 形迹可疑
awas 一心一意
awaw 一通百通
awax 无穷无尽
away 无边无际
awbb 死心塌地
awbc 副社长
awbf 亚运村
awbk 一家老小
awbn 一穷二白
awbo 亚运会
awcm 平心静气
awcn 无害化
awdf 一定要
awdk 一定是
awdo 一定会
awfe 列宁格勒
awff 形容枯槁
awge 于心不甘
awgo 一家人
awgs 平心而论
awgw 一窍不通
awgy 一家子
awhj 一连串
awhx 烈军属
awji 一窝蜂
awks 可视电话 开宗明义 无神论
awlj 开户账号 顶视图
awlk 殊途同归
awln 一视同仁
awlu 可视性
awmo 开户行
awmr 开户名
awms 开襟毛衣
awos 形容词
awow 天灾人祸
awpo 开户银行
awpt 可逆反应
awqa 一连几天
awqm 顶礼膜拜
awrj 百家争鸣
awro 正襟危坐
awrt 晋察冀
awst 瓦房店
awsw 无房户
awtt 天安门广场
awtw 下定决心
awuu 可逆性
awvq 两袖清风
awvv 辷
awwb 一定之规
awwf 形近字根
awxy 天之骄子
awyg 无穷大
awyj 丁字路
awyk 无穷小
awyn 一边倒
awyo 丁字街
awyw 百褶裙
awyx 丁字尺
awzr 一定能够
awzs 平安夜
awzt 天安门
awzv 囊空如洗
awzw 两审终审制
ax 开展
axah 下马威
axan 一马平川
axbn 开展工作
axej 干劲十足
axfq 死皮赖脸
axfr 严肃查处
axgk 更属不易
axgq 万马奔腾
axi 疌
axii 疌
axkf 无刷电机
axkm 一马当先
axkr 开展业务
axkv 死马当活马医
axm 戸
axmt 百尺竿头
axnb 死难者
axnu 严肃性
axow 天马行空
axrc 严肃处理
axrd 妻儿
axsj 万马齐喑
axss 一昼夜
axta 干劲冲天
axum 干群关系
axva 一对一
axvt 死对头
axwy 一臂之力
axya 妻子
axyc 副局长
axys 副书记
axyv 亚马孙河
axz 妻
axzm 妻
axzr 鶈
axzy 郪
ay 万
ayac 副司长
ayak 万恶
ayao 于己于人
ayau 开司米
ayav 万一
ayay 万万
ayaz 一刀两断
aybl 武陵山
aybr 万元
aybu 万幸
aydh 一刀切
aydj 万事
ayea 无异于
ayeh 万载
ayfe 瓦加杜古
aygo 无孔不入
ayha 万辆
ayhb 殖民地
ayhy 一阵子
ayi 虿
ayiy 干巴巴
ayjh 万吨
ayji 趸
aykb 万里
aykz 正弦曲线
ayll 万山
aylr 万岁
aylv 万用
aylz 万县
aym 万
ayme 万千
aymr 万物
aymt 百孔千疮
aynh 万代
ayoc 万全
ayod 万人
ayoj 副司令员
ayom 万余
ayor 严加惩处
ayov 万个
ayoy 万分
ayrg 万顷
ayrj 万象
aysb 正弦规
aysv 正弦波
ayuf 万米
ayvg 万源
ayw 迈
aywa 万宁
aywc 副院长
aywg 万家
aywm 万户
ayxe 无限期
ayxg 无限大
ayxm 无限制
ayxn 万难
ayyc 万张
ayym 劢
ayyr 万隆
ayzl 万贯
ayzo 严阵以待
ayzq 万能
az 与
aza 与
azae 无缘无故
azaj 百发百中
azam 夏收夏种
azan 瓸
azar 欤
azas 一丝一毫
azau 无级平滑输出
azbi 瓦工
azbk 再结晶
azbs 下结论 天经地义
azec 与其
azeo 与共
azep 瓦斯
azfl 瓦楞
azgd 一丝不挂
azge 一丝不苟
azgj 与否
azgr 瓦砾
azgw 再好不过
azhj 副线圈
azhk 无线电
azhl 无线网
azhz 瓲
azjc 副台长
azjw 开发中心
azk 瓼
azkb 瓼 甅
azks 无线电话
azkv 无线电波
azkz 无线电台
azlc 副组长
azlm 一贯制
azmb 瓦特
azme 瓦罐
azml 开发利用
azmo 攷
azmp 一发千钧
azmy 无以复加
aznz 可以休矣
azob 与会
azok 一级企业
azol 可以用
azos 可以说
azou 灭绝人性
azoy 开发公司 瓰
azpm 无缝钢管
azpx 瓪
azqo 可能会
azqu 可能性
azrl 瓦解
azro 政纪处分
azs 夨
azsc 副参谋长
azse 瓧
azsm 瓩 瓱
azsn 无级变倍
azsp 一贯方针
azsy 一贯主张 邷
azti 瓦店
aztv 开发资源
azuy 无能为力
azvh 开发区
azvs 开发商 开发部
azvu 开发性
azvv 丂
azvy 开发费 恶贯满盈
azwa 与之 一怒之下
azwl 万贯家财
azwn 无线通信
azwo 开始实行
azws 一纸空文 瓦房
azww 副编审
azxc 副经理
azxj 无线寻呼
azxo 一如既往
azxu 开绿灯
azy 瓦
azyd 更好的
azyj 瓦努阿图
azyo 无纪律
azys 瓦
azzc 副乡长
azzk 开始时
azzs 无级缩放
b 地 却
ba 土
baa 士
baae 巧干
baap 地下开采
baar 喜形于色
baba 赶巧 赶考
babg 土坯
babi 赶赴 赶工
babk 赶来
babm 二万五千里长征
babo 赶走
babs 土壤
babv 土地
baby 赶超 考场
bacx 考取
bad 圩
badx 考据
bae 赶
baea 土葬
baeb 土著
baee 老于世故
baej 考勤 考古 地形图
baes 老干部
bafa 土木
bafk 考查
bafs 考核
baga 考研
bage 攻无不克
bagf 老死不相往来
bahe 赶车
bahk 赶到 土匪
bai 圢
baid 圷
baie 地下茎
baij 赶点 考点
baik 地下水
baiv 赶上
baiw 考虑 地下室
baj 坷
bajj 赶回
bajk 堛
bajl 塥
bajm 起死回生
bajr 赶路
bajy 五一国际劳动节
bajz 都可以
bak 埂
baka 考题 考量
bake 赶早
bakg 地下水面
bakn 地下水位
bako 埂
baku 垭
bakx 赶紧
baky 圭亚那
bamc 考生
bamy 士气
banf 赶集
banz 老百姓
baoa 巧合
baod 考入
baos 赶往
bape 土质
bapo 士兵
bapw 地下铁道
baqb 赶脚
bar 趔
bara 赶印
barn 替死鬼
baru 均列为
basa 考证 考评
bash 考试
basj 土豪
basm 土产 土族
basy 土方
bau 坪
baua 坪
bauo 动平衡
baus 赶忙
baux 赶快
bauy 考卷
bauz 地平线
bavb 土法
bavg 老一套
bavk 老一辈 土温
bavm 赶海
bawi 地下害虫
bawk 巧遇
bawq 考究
bawr 考察
baws 填平补齐
baxb 土层
baxo 考验
baxt 夫妻店
baya 土司
baym 土改
bayx 土建
baz 考
bazc 考绩
bazk 巧妙
bazu 墕
bazy 考级
bazz 赶出
bb 款
bbab 土坷垃
bbae 款型
bbag 封顶
bbam 功亏一篑
bbas 奊
bbb 垚 壵
bbbb 越来越坏
bbbg 款项 越来越大 堯 墝
bbbk 越来越少 越来越小
bbbl 专款专用
bbbm 越来越重要
bbbn 越来越低
bbbr 越来越多
bbbs 越来越高
bbby 越来越强
bbbz 越来越好
bbd 封
bbdb 堼
bbde 鞤
bbdl 幇
bbdm 犎
bbds 封
bbee 起起落落 塔吉克斯坦
bben 堵截
bber 塔塔尔
bbes 塔吉克族
bbff 封禁
bbgb 墙砖
bbgd 来者不拒
bbgf 土壤有机质
bbgg 顤
bbgh 二项式
bbgi 封存
bbgj 封面
bbgl 五项原则
bbgr 井井有条 赫赫有名 工夫不负有心人
bbgw 遶
bbhb 款式
bbhe 堵车
bbhl 城域网
bbhm 起动转矩
bbi 卦
bbib 赫赫战功
bbid 卦
bbif 地址栏
bbja 封口 堵口
bbjd 壔
bbje 封固 塔吉克
bbjg 土地国有化
bbjj 墙 墻
bbjp 坩埚钳
bbjy 郌
bbk 垣
bbkb 越来越
bbkd 刲
bbkk 垣曲
bbkr 赶趟儿
bbll 封山
bbm 堵
bbmm 坛坛罐罐
bbms 未老先衰
bbnk 来去自由
bbnl 幫
bbno 志士仁人
bbns 堵住
bbob 款待
bbof 封杀
bbol 专项合同
bboo 来来往往
bbor 堎
bbpb 土壤质地
bbpd 封丘
bbpk 封锁
bbqn 土壤胶体
bbqy 土壤肥力
bbr 款
bbrc 垃圾处理
bbrd 坃
bbrf 封条 二元酸
bbro 款
bbrr 来去匆匆
bbrs 二元论 塔塔尔族
bbsd 堪培拉
bbse 土壤带
bbsv 土壤学
bbtb 封装
bbtd 封闭
bbth 封冻
bbtr 封底
bbu 墶
bbuw 墶
bbv 圭
bbvm 土地税
bbvs 土地证
bbvt 土壤温度 土壤湿度
bbvv 土壤溶液 圭
bbwb 地壳运动
bbwe 堵塞
bbww 老老实实
bbwx 二者必居其一 鼃
bbwz 恚
bbxi 封皮
bbxk 隷
bbxm 鼓起勇气
bbxv 超声波
bby 邽
bbya 款子
bbyb 垃圾堆
bbye 土地改革
bbyj 示功图
bbym 土地税 劸
bbys 土壤改良
bbyx 封建
bbyy 翹
bbz 坛 圬 埡
bbzf 土壤结构
bbzm 坘
bbzn 地动仪
bbzs 坛 奊
bbzu 互动性
bc 增长
bcas 专职干部
bcb 埲
bcbi 埲
bcbl 互帮互助
bccb 地理环境
bcdf 地球村
bcdj 趣事
bcdn 地球仪
bcdz 二三级
bcee 土耳其
bcgb 地球磁场
bchh 增长至
bchi 增长点
bchs 增长率
bcjb 趣味 教职工
bcjj 教职员
bck 壃
bckk 壃
bckv 地理学
bcle 元素周期 元素周期律 元素周期表
bcln 互联网信息
bclt 增长幅度
bcmc 地球物理
bcmj 元素符号
bcnl 地理位置
bcnv 地球化学
bco 堾
bcq 埥
bcsg 巧取豪夺
bctc 趣闻
bcul 互联网
bcwt 增长速度
bcx 趣
bcy 垹
bcz 塐
bczz 壣
bd 二
bdaj 走投无路
bdan 二百
bdar 二列
bday 二万
bdb 亖
bdbd 亖
bdbm 二者
bdbr 二元
bddp 趁热打铁
bded 二十
bdej 二胡
bdeq 二期
bdfj 起搏器
bdfu 二楼
bdfy 鄻
bdg 漦
bdgk 漦
bdgm 氂 犛
bdgx 叆
bdgy 剺 孷
bdgz 嫠
bdht 顽抗到底
bdi 亍
bdih 老掉牙
bdjg 亏损面
bdjk 亜
bdjl 鬶 鬹
bdjs 亏损率
bdjw 亏损额
bdk 亘
bdkb 釐
bdkh 戩
bdkk 刯
bdkl 赉
bdko 未
bdkv 来
bdkw 悪 叇
bdkz 鼋
bdl 椝
bdlf 椝 槼
bdlq 未摆脱
bdly 鄼
bdlz 嫢
bdmb 二等
bdmd 二手
bdme 二千
bdn 井
bdnb 坓
bdnd 井 亓
bdnk 汬
bdns 丼
bdnw 进
bdod 夫
bdof 工控微机 輦
bdoh 辇
bdok 替
bdol 规 規 賛
bdoo 斄
bdoq 来势凶猛
bdor 鳺
bdoy 二分 邞
bdps 赫哲族
bdqu 均热炉
bdqv 二月
bdr 坖
bdrb 坖
bdrd 元
bdrg 顽 頑
bdrk 刓
bdrl 五指山
bdrs 亙
bdrt 亙
bdru 互换性
bdrw 远 黿
bdry 邧
bds 寺
bdsa 塔拉瓦
bdsj 二部
bdsm 二话
bdsw 慭
bdsy 地拉那
bdsz 坏事变好事
bdtk 寺庙
bdtr 二次
bdug 颊 頬 二类
bduk 刾
bduo 夹
bduy 郏
bdvg 声势浩大
bdvs 二流
bdvv 来势汹汹
bdwz 二心 忈
bdxk 叇
bdxv 考据学
bdy 邿
bdyk 地热异常
bdym 二把手
bdyo 刱
bdyw 寺院
bdyy 二把刀
bdz 亏 亐
bdzh 二线
bdzj 兘
bdzk 晉
bdzm 互
bdzn 魂 二维
bdzs 云 专
bdzw 运 迃
bdzy 动 二级
bdzz 二垒
be 填
bea 塔
beae 二十一世纪
beag 塔顶
beai 二十一点
beaj 塔
beau 填平
beb 坩
bebh 塔城
bebi 二十二点
bebj 坩埚
bebm 二期工程 墸
bebo 土著人
bebp 互敬互爱
beci 二十三点
becr 填表
becz 喜获丰收
bedc 塔克拉玛干沙漠
bedi 二十点
bedu 二十米 五十米
bedx 坑蒙拐骗
bedy 填报
beeb 示范基地 墷 堪萨斯城
beel 墳
beez 二十世纪
bef 堞
beff 塔林
befu 塔楼
begb 墙砖
bege 去芜存菁
begr 攻其不备
begw 动荡不安
begz 五花大绑
behb 塔式
bej 墐
bejc 墐
bejj 墙
bejl 塔吊
bejm 考勤簿
bejn 壦
bejp 坦克兵
bejv 考古学
bejy 巧克力
bek 塻
bekg 塻
bekm 老黄牛
beko 墴
bekw 埃菲社
bel 埴
belc 埴
beli 二十四点
belk 云南省
belo 填
bemo 夹芯复合板
bemr 堪称
bemt 工艺程序 考勤制度
bemy 墘
bene 土茯苓
benl 老花眼
benp 老花镜
benr 埖
beo 垬
beot 五花八门
beou 塨
beoy 塂
bepw 塔斯社
beqb 墙脚
beqo 超期服役
berl 墙角
bes 塃
besn 塃
besr 壊
besx 考勤记录
besz 填充
bett 走南闯北
beu 墙
beuf 工艺美术
beug 堪忧
beut 填料
beuz 工艺性能
beva 超薄型 塔河
beve 填满
bevm 工艺流程
bevn 规范化
bevt 坍落度
bevy 起落架
bewa 填写
bewb 填空
bewi 填补
bewl 墆
bexj 墙壁
bext 专卖店
bexu 攻克难关
bexy 土著居民
beyj 工艺品
beyk 贡献力量 工艺师
beyv 工艺学
bez 堪
bezf 堞
bezh 墙线
bezl 壒
bezy 墈
bf 规模
bfb 埔 堙
bfbk 墂
bfbt 超标准
bfbz 墵
bfcl 互相帮助
bfd 塼
bfds 塼
bfed 互相支持
bfem 动植物
bfeq 壩
bff 塛
bffk 吉林省
bffo 互相配合
bfge 地震带
bfgl 壖
bfgn 地震仪
bfgv 地震学
bfgx 地震局
bfhf 老框框
bfhz 考核成绩
bfjw 专横跋扈
bfk 埬
bfke 墰
bfkg 互相照顾
bfki 互相监督
bfl 堜
bflk 堜
bfls 老相识
bfmc 土霉素
bfmf 动植物检疫
bfmt 赤霉病
bfnd 规模优势
bfnf 都柏林
bfnw 互相促进
bfon 互相合作
bfow 互惠待遇
bfpd 互相爱护
bfpx 地板刷
bfpz 老板娘
bfrn 规格化
bfum 互惠关税
bfvy 互相学习
bfxd 地震预报
bfyb 来样加工
bfym 二极管
bfyo 动配合
bfys 走极端
bfze 规模经营
bfzz 未雨绸缪
bg 项
bga 坯
bgab 巧夺天工
bgaj 埼
bgao 动态平衡
bgar 坏死
bgas 土石方
bgav 互不干涉
bgaw 教研室
bgaz 教研组
bgb 垮
bgbb 堐
bgbf 超大规模
bgbq 来龙去脉 堶
bgbz 垮
bgda 老大哥
bgdf 专有技术
bgdi 垮掉
bgdj 坎大哈
bgdo 老大爷
bgdv 五大洲 吉大港
bgdx 老大难 志大才疏
bgdz 老大娘
bgfs 互不相让
bgg 堧
bggd 堧
bggk 来历不明
bggl 坯布
bggp 老态龙钟
bghb 盐碱地
bghn 盐碱化
bgi 坏
bgib 动不动 幸存者
bgii 赶不上
bgio 都不得
bgiy 来不及
bgjk 地面水
bgjr 二面角
bgjs 地面站
bgk 埯
bgkz 埯
bgla 项目
bglc 坏账
bgld 吉布提
bgm 垅
bgme 地大物博
bgmi 壢
bgmk 志在千里
bgnf 喜不自禁
bgng 二硫化碳
bgnk 塬
bgnp 二硫化钼
bgnq 互不侵犯 喜不自胜
bgnw 志愿军
bgnx 志愿书 老大自居
bgo 项
bgod 坏人
bgoj 志愿人员
bgok 工矿企业
bgoo 埉 塽
bgpr 老有所乐
bgpu 老有所为 老有所养
bgpv 老有所学
bgqm 互不服气
bgri 坏处
bgsg 老太太
bgsm 坏话
bgsv 老太婆
bgsy 地面部队
bgtl 坏疽
bgts 地矿部
bgtx 地矿局
bgu 壥
bgub 壥
bgut 坯料
bgv 坧
bgvv 坧
bgw 垯
bgwm 超大字符集
bgxi 坏蛋
bgxs 坺
bgyk 地面卫星接收站
