name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
update=1
user=pinyin.usr
assist=mb/yong.txt 2
bentao 奔逃
benteng 奔腾
benti 本体
bentian 本田
bentiao 本条
bentou 奔头
bentu 本土
benwei 本位
benwen 本文
benxi 本息 本系 奔袭
benxian 本县
benxiang 奔向 本想
benxiangbentu 本乡本土
benxiao 本校
benxing 本性
benxitong 本系统
benyahuangsuanna 苯亚磺酸锌
benye 本页
benyi 本意
benying 本应
benyinggai 本应该
benyong 奔涌
benyuan 本源
benyue 本月
benzhan 本站
benzhang 本章
benzhe 本着
benzhi 本质 本职
benzhigongzuo 本职工作
benzhong 笨重
benzhou 本周
benzhu 笨猪
benzhuo 笨拙
benzi 本子
benzou 奔走
benzu 本组
bi 比 必 笔 毕 避 闭 臂 鼻 彼 逼 壁 币 弊 碧 鄙 毙 蔽 庇 匕 璧 敝 陛 弼 篦 婢 愎 痹 妣 濞 铋 裨 俾 髀 蓖 薜 哔 狴 庳 秕 滗 舭 毖 吡 嬖 萆 畀 荸 埤 筚 箅 芘 襞 跸 荜 庀 檗 秘 赑 辟 屄
bian 便 边 变 贬 遍 编 辩 辨 鞭 辫 扁 卞 砭 苄 匾 汴 蝙 笾 碥 窆 褊 弁 鳊 忭 煸 缏 抃
bianba 便把
bianbai 变白 辩白
bianbei 便被
bianbeidongweizhudong 变被动为主动
bianbenjiali 变本加厉
bianbie 辨别
bianbo 辩驳
bianbu 遍布
biance 鞭策
bianchangmoji 鞭长莫及
biancheng 变成 编程 编成 辩称
bianchengjishu 编程技术
bianchi 边吃 鞭笞 贬斥
bianchibianliao 边吃边聊
bianchui 边陲
bianda 鞭打
biandan 扁担
biandao 编导 便道
biande 变得
biandi 遍地 贬低
biandian 变电
biandianzhan 变电站
biandong 变动
biandou 扁豆
biandui 编队
biane 匾额
bianfa 编发 变法
bianfan 便饭
bianfang 边防
bianfeiweibao 变废为宝
bianfu 蝙蝠 便服
biange 变革
biangeng 变更
biangu 变故
biangua 变卦
bianguan 边关
bianhao 编号 变好
bianhei 变黑
bianhu 辩护
bianhua 变化
bianhuai 变坏
bianhuamoce 变化莫测
bianhuan 变换 变幻
bianhui 便会
bianhuren 辩护人
bianji 编辑 遍及 边际
bianjia 变价
bianjian 便笺
bianjiang 边疆
bianjiao 变焦 边角
bianjiaoliao 边角料
bianjibu 编辑部
bianjie 便捷 边界 变节 辩解
bianjiexian 边界线
bianjing 边境
bianju 编剧
biankan 边看
bianke 便可
biankuai 变快
biankuang 边框
bianle 变了
bianleng 变冷
bianli 便利 遍历
bianlian 变脸
bianliang 变量 变凉
bianlidian 便利店
bianlu 边路
bianlun 辩论
bianlunhui 辩论会
bianma 编码
bianmafangan 编码方案
bianmai 变卖
bianman 变慢
bianmao 边贸
bianmen 便门
bianmi 便秘
bianmin 便民
bianming 辨明
bianneng 便能
biannuan 变暖
bianpai 编排
bianpao 鞭炮
bianpaosheng 鞭炮声
bianping 扁平
bianpinghua 扁平化
bianpiruli 鞭辟入里
bianqia 边卡
bianqian 变迁
bianqu 边区
bianre 变热
bianren 辨认
bianru 编入
bianruan 变软
biansai 边塞
bianse 变色
bianshang 边上
bianshen 变身 编审 遍身
bianshi 便是 辨识
bianshu 变数
biansu 变速
biansuqi 变速器
biansuxiang 变速箱
bianta 鞭挞
biantai 变态
bianti 变体
biantian 变天
biantiao 便条
biantilinshang 遍体鳞伤
bianting 边听
biantong 变通
bianwai 编外
bianwang 边网 便往
bianwei 变为 编委
bianweihui 编委会
bianxi 辨析
bianxiang 变相
bianxie 编写 便携
bianxifa 变戏法
bianxin 变心
bianxing 变形
bianxunbuhuo 遍寻不获
bianya 变压
bianyan 边沿
bianyang 变样
bianyao 便要
bianyaqi 变压器
bianye 遍野
bianyi 编译 变异 贬义 便衣
bianyici 贬义词
bianyin 编印
bianying 变硬
bianyou 便有
bianyu 便于 便与
bianyuan 边缘 边远
bianyuankexue 边缘科学
bianzao 编造
bianzhai 边寨
bianzhe 编者
bianzhean 编者按
bianzheng 辩证 辨证
bianzhenglunzhi 辨证论治
bianzhengfa 辩证法
bianzhi 编制 贬职 贬值 变质 编织
bianzhidai 编织袋
bianzhong 变种
bianzhu 编著
bianzhuan 编撰
bianzhuang 便装
bianzi 辫子 鞭子
bianzu 编组
bianzuan 编纂
biao 表 标 镖 彪 膘 骠 镳 裱 杓 飙 瘭 髟 飚 婊 飑 鳔 俵 灬 摽
biaobai 表白
biaobang 标榜
biaoben 标本
biaobing 标兵
biaoce 表册
biaoceng 表层
biaoche 飙车
biaochi 标尺
biaochu 标出
biaoda 表达
biaodan 表单
biaodi 标的 标底 表弟
biaodian 标点
biaodianfuhao 标点符号
biaoding 标定
biaogan 标杆
biaogao 标高
biaoge 表格 表哥
biaogetai 表个态
biaohan 彪悍
biaohao 标号
biaoji 标记
biaojia 标价
biaojie 表姐
biaoju 镖局
biaojue 表决
biaojuequan 表决权
biaoli 表里
biaolu 表露
biaomei 表妹
biaomian 表面
biaomianhua 表面化
biaoming 表明 标明
biaopai 标牌
biaopei 标配
biaopi 表皮
biaoqian 标签
biaoqiang 标枪
biaoqing 表情
biaosheng 飙升
biaoshi 表示 镖师
biaoshu 表述
biaoshuai 表率
biaotai 表态
biaoti 标题
biaoxian 表现
biaoxiang 表象
biaoxianli 表现力
biaoxing 表形
biaoxinliyi 标新立异
biaoyan 表演
biaoyandui 表演队
biaoyang 表扬
biaoyanzhe 表演者
biaoyi 表意
biaoyu 标语 表语
biaozhang 表彰
biaozhanghui 表彰会
biaozhi 标志 标识 标致
biaozhixing 标志性
biaozhizhe 标志着
biaozhu 标注
biaozhun 标准
biaozhunban 标准版
biaozhunhua 标准化
biaozhunjian 标准间 标准件
biaozi 婊子
bibai 必败
bibang 臂膀
bibao 壁报
bibei 必备
bibi 比比
bibijieshi 比比皆是
bibing 弊病
bibishui 比比谁
bibo 碧波
bibukemian 必不可免
bibukeshao 必不可少
bibushang 比不上
bichengdaqi 必成大器
bichu 笔触 壁橱
bici 彼此
bicijian 彼此间
bida 笔答
bidao 逼到
bidei 必得
bideng 壁灯
bideshang 比得上
bidiao 笔调
biding 必定
bidu 必读
biduan 弊端
biduolishao 弊多利少
bie 别 憋 瘪 蹩 鳖 捌
bieba 别把
biecheng 别称
biechu 别处
biechujizhu 别出机杼
biechuxincai 别出心裁
biede 别的
biedong 别动
biefanwo 别烦我
biegao 别搞
bieguai 别怪
bieguaiwo 别怪我
bieguo 别国
bieji 别急
biejia 别家
biejiao 蹩脚
biejujiangxin 别具匠心
biejuyige 别具一格
biekan 别看
biele 别了 瘪了 憋了
bieli 别离
biemen 憋闷
bieming 别名
bieniu 别扭
bieqi 憋气
biequ 别去 憋屈
bierang 别让
bierbutan 避而不谈
bieren 别人
biesan 瘪三
bieshu 别墅
bieti 别提
biewen 别问
biewu 别无
biewusuoqiu 别无所求
biewutafa 别无他法
biewutaqiu 别无他求
biewutatu 别无他途
biewuxuanze 别无选择
biexiang 别想
biexing 别信
bieyang 别样
bieyong 别用
bieyoufengwei 别有风味
bieyoutiandi 别有天地
bieyouyongxin 别有用心
bieyuan 别院
biezai 别再 别在 憋在
biezhe 憋着
biezhen 别针
biezhi 别致
biezi 别字
biezou 别走
biezulejing 憋足了劲
bifa 笔法
bifang 比方
bifen 比分
bifeng 避风 笔锋
bifenggang 避风港
bifengtou 避风头
biganzi 笔杆子
bigongbijing 毕恭毕敬
bigua 壁挂
biguan 闭关
biguansuoguo 闭关锁国
biguanzishou 闭关自守
biguo 避过
bihai 碧海
bihe 闭合
bihu 庇护
bihua 笔画 比划 壁画
bihuan 闭环
bihui 避讳 笔会
biji 笔记 笔迹
bijia 比价
bijiashan 笔架山
bijiasuo 毕加索
bijian 比肩
bijiang 必将
bijiao 比较
bijiben 笔记本
bijin 逼近
bijing 毕竟 必经
bijingzhidi 必经之地
bijini 比基尼
bijiu 必究
bikai 避开
bike 必可 毕克
bikong 鼻孔 碧空
bikou 闭口
bilan 碧蓝
bile 比了
bilei 壁垒
bili 比例
biliang 鼻梁
biliangweichang 逼良为娼
bilichi 比例尺
biliguanxi 比例关系
bilin 比邻
bilinerju 比邻而居
bilishi 比利时
bilu 笔录 秘鲁
biludianshi 闭路电视
bilulanlv 筚路蓝缕
bilv 比率 碧绿
bima 蓖麻
bimei 比美
bimen 闭门
bimengeng 闭门羹
bimensiguo 闭门思过
bimenxieke 闭门谢客
bimenzaoche 闭门造车
bimian 避免
biming 笔名 毙命
bimo 笔墨
bimu 闭幕
bimuci 闭幕词
bimushi 闭幕式
bimuyangshen 闭目养神
bimuyu 比目鱼
bin 宾 滨 彬 斌 鬓 缤 殡 濒 槟 摈 膑 傧 玢 豳 髌 镔 邠
binan 避难
binbinyouli 彬彬有礼
bineng 必能
binfa 鬓发
binfen 缤纷
bing 并 病 兵 冰 饼 丙 柄 秉 炳 禀 邴 摒 冫 屏 绠 栟
bingan 并按
bingansuan 丙氨酸
bingba 并把
bingbai 兵败
bingbairushandao 兵败如山倒
bingbang 冰棒
bingbao 冰雹 禀报
bingbei 并被
bingbian 病变 兵变
bingbu 并不
bingbudengyu 并不等于
bingbumaodun 并不矛盾
bingbuneng 并不能
bingbushi 并不是
bingbuyanzha 兵不厌诈
bingcan 病残
bingcheng 秉承
bingchi 秉持
bingchonghai 病虫害
bingchu 并处 屏除
bingchuan 冰川
bingchuang 病床
bingcong 并从
bingcongkouru 病从口入
bingcun 并存
bingdao 病倒 冰岛
bingdiao 冰雕
bingdong 冰冻
bingdongsanchi 冰冻三尺
bingdongsanchifeiyirizhihan 冰冻三尺非一日之寒
bingdu 病毒
bingdui 并对
bingduojiangguang 兵多将广
bingfa 并发 兵法
bingfang 病房
bingfazheng 并发症
bingfei 并非
bingfeiruci 并非如此
bingfeng 冰封
bingfu 禀赋
binggan 饼干
binggao 禀告
binggen 病根
binggong 冰宫 兵工 秉公
binggongchang 兵工厂
binggou 并购
binggu 病故
binggui 冰柜 并轨
bingguishensu 兵贵神速
binghao 病号
binghuangmaluan 兵荒马乱
binghuo 冰火
bingjia 病假 兵家
bingjiabizhengzhidi 兵家必争之地
bingjian 并肩
bingjiang 并将
bingjiaqiqu 并驾齐驱
bingjiling 冰激凌
bingjiluantouyi 病急乱投医
bingjin 并进
bingjingliangzu 兵精粮足
bingjun 病菌
bingke 并可
binglaijiangdang 兵来将挡
bingleng 冰冷
bingli 病例 兵力 病历 病理
binglian 并联
bingliang 冰凉
binglie 并列
binglixue 病理学
bingma 兵马
bingmayong 兵马俑
bingmeiyou 并没有
bingmo 病魔
bingpai 并排
bingqi 兵器 摒弃 屏气
bingqiangmazhuang 兵强马壮
bingqie 并且
bingqilin 冰淇淋
bingqing 病情
bingqingehua 病情恶化
bingqingyujie 冰清玉洁
bingqu 病区
bingquan 兵权
bingren 病人
bingru 并入
bingrugaohuang 病入膏肓
bingshan 冰山
bingshi 病逝
bingshiqianxian 冰释前嫌
bingshu 兵书
bingshuang 冰霜
bingshui 冰水
bingsi 病死
bingta 病榻
bingtai 病态
bingtang 冰糖
bingti 并提
bingtianxuedi 冰天雪地
bingtong 病痛 并同
bingtuan 兵团
bingtui 病退
bingtun 并吞
binguan 宾馆
bingwang 并网
bingwei 并未 并为 病危
bingwu 并无
bingwuerzhi 并无二致
bingxi 屏息
bingxiang 冰箱
bingxing 并行 禀性
bingxiu 病休
bingxue 冰雪
bingxuekeai 冰雪可爱
bingyi 并以 兵役
bingyin 病因
bingying 兵营
bingyong 并用
bingyou 并有 并由 病友
bingyu 病愈
bingyuan 病员
bingyuanti 病原体
bingzai 并在
bingzao 病灶
bingzhen 冰镇
bingzheng 病症
bingzhong 并重 兵种 病重
bingzhuang 病状
bingzuo 并作
binhai 滨海
binhaixinqu 滨海新区
bini 比你 比拟
binjiangqu 滨江区
binjiao 鬓角
binke 宾客
binlin 濒临
binlinjuejing 濒临绝境
binpeng 宾朋
binqi 摈弃
binv 婢女
binwei 濒危
binxifaniya 宾夕法尼亚
binyiguan 殡仪馆
binyu 宾语 濒于
binzang 殡葬
binzhirugui 宾至如归
binzhu 宾主
binzhushuangfang 宾主双方
bipin 比拼
bipo 逼迫
biqi 比起
biqigongyuyiyi 毕其功于一役
biqilai 比起来
biqinglianzhong 鼻青脸肿
biqiu 比丘
biran 必然
biranxing 必然性
biren 比人 逼人 鄙人
biru 比如
birushuo 比如说
bisai 比赛
bise 闭塞
bishaji 必杀技
bishang 闭上
bishangbuzu 比上不足
bisheng 必胜 毕生
bishengke 必胜客
bishi 鄙视 笔试 比试
bishijiuxu 避实就虚
bishou 匕首
bishu 避暑
bishui 比谁 碧水 避税
bishun 笔顺
bishushanzhuang 避暑山庄
bishushengdi 避暑胜地
bisi 逼死
bisimai 俾斯麦
bisuan 笔算
bita 比他 比她
bitan 笔谈 壁毯
bite 比特
biti 鼻涕
biting 笔挺
biwan 臂弯
biwen 逼问
biwo 比我 逼我
biwu 比武 笔误
biwukebi 避无可避
bixi 赑屃
bixia 笔下 陛下
bixian 避嫌
bixiayouyu 比下有余
bixing 笔形
bixiu 必修
bixiuke 必修课
bixu 必须 必需
bixue 鼻血 碧血
bixupin 必需品
biyan 闭眼
biyang 泌阳
biyao 必要
biyaoxing 必要性
biye 毕业
biyeban 毕业班
biyedianli 毕业典礼
biyefenpei 毕业分配
biyekaoshi 毕业考试
biyelunwen 毕业论文
biyesheji 毕业设计
biyesheng 毕业生
biyewenping 毕业文凭
biyezheng 毕业证
biyezhengshu 毕业证书
biyi 鄙夷 裨益
biyin 鼻音
biyiqian 比以前
biyishuangfei 比翼双飞
biyou 必有
biyu 比喻
biyuexiuhua 闭月羞花
biyun 避孕
biyuntao 避孕套
biyunyao 避孕药
bizhai 逼债
bizhao 比照
bizhe 笔者 逼着 闭着
bizhen 逼真
bizhengzhidi 必争之地
bizhi 笔直 壁纸 比值
bizhiweikongbuji 避之惟恐不及
bizhong 比重
bizhongjiuqing 避重就轻
bizi 鼻子
bizou 逼走
bizu 鼻祖
bizui 闭嘴
bizuo 比作 比做
bo 波 播 伯 博 勃 薄 拨 泊 柏 剥 玻 驳 卜 脖 搏 膊 饽 舶 簸 跛 礴 菠 帛 铂 钵 渤 檗 钹 擘 箔 趵 孛 鹁 踣 亳 啵 擗 番 蕃 蘖 僰
boai 博爱
boao 博鳌
bobao 播报
bobo 勃勃 伯伯
bocai 菠菜 博彩
bocaigejiazhichang 博采各家之长
bocaizhongchang 博采众长
bocaizhongjiazhichang 博采众家之长
bochang 波长
bochi 驳斥
bochu 播出 拨出
bochuan 驳船
boda 拨打 博大
bodajingshen 博大精深
bodao 驳倒
bode 博得
bodong 波动 拨动
bodou 搏斗
boduan 波段
boduo 剥夺
boduolige 波多黎各
boen 波恩
boertu 波尔图
bofa 播发
bofang 播放
bofangqi 播放器
bofu 拨付 伯父
bogei 拨给
bogeng 脖颈
bogu 波谷
boguanglinlin 波光粼粼
boguiyunjue 波诡云谲
bohai 渤海
bohaiwan 渤海湾
bohao 拨号
bohe 薄荷
bohei 波黑
bohou 薄厚
bohui 驳回
boji 波及 搏击 簸箕
bojiao 跛脚
bojimian 波及面
bojue 伯爵
bojueyungui 波谲云诡
bokai 拨开 剥开
boke 博客
bokuan 拨款
bolaipin 舶来品
bolan 博览 波澜 波兰
bolanbujing 波澜不惊
bolang 波浪
bolanggu 拨浪鼓
bolanhui 博览会
bolanqunshu 博览群书
bolanzhuangkuo 波澜壮阔
bolatu 柏拉图
bole 伯乐
boli 玻璃 剥离 薄利 薄礼
boliduoxiao 薄利多销
bolimuqiang 玻璃幕墙
bolin 柏林
boliweiya 玻利维亚
bolixianwei 玻璃纤维
boluanfanzheng 拨乱反正
boluo 菠萝 剥落
boluodihai 波罗的海
bomo 薄膜
bomu 伯母
bonaba 波拿巴
bonong 拨弄
bopi 剥皮
bopian 薄片
boqi 勃起
boqing 薄情
boran 勃然
borandanu 勃然大怒
bore 般若
boruo 薄弱
boruohuanjie 薄弱环节
bosha 搏杀
boshi 博士
boshidun 波士顿
boshihou 博士后
boshisheng 博士生
bosi 波斯
bosiwan 波斯湾
bosong 播送
botao 波涛
botong 拨通
botuquan 趵突泉
bowei 舶位
bowen 波纹
bowuguan 博物馆
bowuyuan 博物院
boxing 波形
boxue 剥削 博学
boxuejieji 剥削阶级
boyi 博弈
boyin 播音 波音
boying 播映
boyinyuan 播音员
boyunjianri 拨云见日
bozhe 波折
bozhong 播种
bozi 脖子 跛子
bu 不 部 步 布 补 捕 怖 卜 簿 哺 埔 卟 埠 钸 逋 醭 晡 瓿 钚 踄
buan 不安 不谙
buba 不把
bubai 不败
bubaizhidi 不败之地
bubaizhiyuan 不白之冤
buban 补办 不办 不搬 部颁
bubao 不保
bubei 不被
bubeibukang 不卑不亢
bubi 不必 不比
bubian 不变 不便
bubing 步兵
bubiyao 不必要
bubo 不薄
bubu 步步
bubuweiying 步步为营
bucai 不才 不睬
buce 不测
buceng 不曾
bucha 不差
buchang 补偿 不长 不常
buchaoguo 不超过
bucheng 不成
buchengbili 不成比例
buchengwen 不成文
buchenzhi 不称职
buchi 不吃 不迟 不齿 不啻
buchibuhe 不吃不喝
buchong 补充
buchongguiding 补充规定
buchou 不愁 不丑 不抽 不臭
buchu 不出
bucierbie 不辞而别
bucuo 不错
buda 不大
budabuxiangshi 不打不相识
budabuxiao 不大不小
budai 不带 不戴 布袋 不待 布带
budaibiao 不代表
budakeneng 不大可能
budalagong 布达拉宫
budan 不但 不单
budang 不当
budangzhichu 不当之处
budanruci 不但如此
budanshi 不但是
budao 不到
budaochangchengfeihaohan 不到长城非好汉
budaode 不道德
budayu 不大于
bude 不得
budebu 不得不
budeerzhi 不得而知
budeliao 不得了
budeng 不等
budengshi 不等式
budengyu 不等于
budeyi 不得已 不得以
budeyierweizhi 不得已而为之
budi 不低
budiao 步调
buding 不定 补丁
budingqi 不定期
budiyu 不低于
budong 不懂 不动
budongchan 不动产
budongshengse 不动声色
budongxin 不动心
buduan 不断 不端
buduanfazhan 不断发展
budui 不对 部队
buduijin 不对劲
buduipan 不对盘
buduitou 不对头
buduo 不多
buduojian 不多见
budie 不迭
bue 不饿 不哦
buer 不二
buershiweike 布尔什维克
bufa 步伐 不乏 补发 不法
bufada 不发达
bufafenzi 不法分子
bufan 不凡
bufang 不妨
bufangbian 不方便
bufangyishi 不妨一试
bufaqili 不乏其例
bufaqiren 不乏其人
bufaxingwei 不法行为
bufazhitu 不法之徒
bufei 不菲
bufeichuihuizhili 不费吹灰之力
bufen 部分 不分 不忿
bufengzhuoying 捕风捉影
bufenqinghongzaobai 不分青红皂白
bufenshengfu 不分胜负
bufu 不服 不符
bufuhe 不符合
bufuzeren 不负责任
bufuzhongwang 不负众望
bugai 不该 不改
bugan 不敢 不甘 不感
buganbujing 不干不净
bugandang 不敢当
bugangoutong 不敢苟同
buganjimo 不甘寂寞
buganluohou 不甘落后
buganshiruo 不甘示弱
buganxingqu 不感兴趣
buganyueleichiyibu 不敢越雷池一步
bugao 不高 布告
bugaolan 布告栏
bugaopai 布告牌
bugaoyu 不高于
bugei 不给
bugong 不公
bugongdaitian 不共戴天
bugongzipo 不攻自破
bugou 不够
bugouyanxiao 不苟言笑
bugu 不顾
buguan 不管 不惯
buguanbugu 不管不顾
buguang 不光
buguanshishei 不管是谁
bugui 不轨
buguilu 不归路
buguize 不规则
buguo 不过
buguoruci 不过如此
buguyiqie 不顾一切
buhan 不含
buhanerli 不寒而栗
buhao 不好
buhaore 不好惹
buhaoyisi 不好意思
buhe 不和
buhefa 不合法
buhege 不合格
buheli 不合理
buhuaihaoyi 不怀好意
buhuan 不换
buhuanersan 不欢而散
buhuang 不慌
buhuangduorang 不遑多让
buhui 不会 不回
buhuiyou 不会有
buhuo 捕获
buji 不计 补给 部级 不羁
bujia 不佳 不假
bujiafenxi 不加分析
bujian 不见 部件
bujiandan 不简单
bujiandangnian 不减当年
bujiande 不见得
bujiang 不讲
bujiangli 不讲理
bujiangtiaojian 不讲条件
bujianguancaibuluolei 不见棺材不落泪
bujiantuzibusaying 不见兔子不撒鹰
bujiao 不叫 补交 不交
bujiasisuo 不假思索
bujibuxu 不疾不徐
bujibuzao 不急不躁
bujie 不解
bujiemeng 不结盟
bujieshou 不接受
bujiezhimi 不解之谜
bujiezhiyuan 不解之缘
bujige 不及格
bujin 不仅 不尽 不禁 不进
bujinbuman 不紧不慢
bujing 布景
bujingqi 不景气
bujingyi 不经意
bujingyijian 不经意间
bujinjin 不仅仅
bujinjinshi 不仅仅是
bujinjinzaiyu 不仅仅在于
bujinran 不尽然
bujinruci 不仅如此
bujinzetui 不进则退
bujiqishu 不计其数
bujitian 不几天
bujiu 不久 补救
bujiuqian 不久前
bujiushi 不就是
bujiuyiqian 不久以前
bujiyu 不急于
bujizhan 补给站
buju 布局 不惧
bujuan 不倦
bujubei 不具备
bujue 不觉 不绝
bujueyuer 不绝于耳
bujueyutu 不绝于途
bujun 不均
bujuxiaojie 不拘小节
bujuyige 不拘一格
bukan 不看 不堪
bukanhao 不看好
bukanruer 不堪入耳
bukanrumu 不堪入目
bukanshexiang 不堪设想
bukanyiji 不堪一击
bukao 不靠 补考
buke 不可 补课
bukebimian 不可避免
bukebu 不可不
bukeduode 不可多得
bukefangwu 不可方物
bukefouren 不可否认
bukegaoren 不可告人
bukeguliang 不可估量
bukehuoque 不可或缺
bukehushi 不可忽视
bukejiuyao 不可救药
bukekaijiao 不可开交
bukekao 不可靠
bukemomie 不可磨灭
buken 不肯
bukeneng 不可能
bukenizhuan 不可逆转
bukepianfei 不可偏废
bukeqi 不客气
bukeqinfan 不可侵犯
bukeshengshu 不可胜数
bukeshoushi 不可收拾
bukesiyi 不可思议
buketongrieryu 不可同日而语
bukexiangxiang 不可想像
bukexianliang 不可限量
bukeyanzhuang 不可言状
bukeyishi 不可一世
bukezudang 不可阻挡
bukou 不扣
bukuai 不快 捕快
bukui 不愧
bulai 不来
bulang 布朗
bulao 捕捞
bulaoerhuo 不劳而获
bulei 不累 部类
buleng 不冷
bulengbure 不冷不热
buli 不利 不力 不理 部里
bulian 不练 不连
buliang 不良
buliao 不了 不料 布料
buliaojie 不了解
buliaoliaozhi 不了了之
bulie 捕猎
bulin 不吝
buling 不灵
buliu 不留
buliyinsu 不利因素
buliyu 不利于
bulun 不论
bulunbulei 不伦不类
buluo 部落
bulusaier 布鲁塞尔
bulv 步履
buman 不满 布满
bumang 不忙
bumanninshuo 不瞒您说
bumaozhidi 不毛之地
bumei 不美
bumen 部门
bumian 不免
bumianbuxiu 不眠不休
bumianzhiye 不眠之夜
bumiao 不妙
buming 不明
bumingbubai 不明不白
bumouerhe 不谋而合
bumouqizheng 不谋其政
bumousili 不谋私利
buna 不拿
bunaifan 不耐烦
bunan 不难
bunankanchu 不难看出
bunanxiangxiang 不难想像
buneng 不能
bunengan 不能按
bunengbu 不能不
bunenggeini 不能给你
